Game ID, Prediction Value, Prediction Result, Real Result, Correct 
0021500744, 0.40988372093, False, False, True
0021500855, 0.373717948718, False, False, True
0021500892, 0.473648648649, False, True, False
0021500507, 0.351973684211, False, False, True
0021500931, 0.470987654321, False, True, False
0021500378, 0.363924050633, False, False, True
0021500811, 0.413888888889, False, False, True
0021500800, 0.271604938272, False, True, False
0021501105, 0.441666666667, False, False, True
0021500874, 0.419871794872, False, False, True
0021500419, 0.253846153846, False, False, True
0021500661, 0.421232876712, False, False, True
0021501144, 0.465714285714, False, True, False
0021501081, 0.5, False, False, True
0021501014, 0.503947368421, False, False, True
0021500749, 0.275, False, False, True
0021500903, 0.425641025641, False, False, True
0021500873, 0.5175, False, False, True
0021500477, 0.40701754386, False, False, True
0021500526, 0.377160493827, False, False, True
0021500714, 0.416935483871, False, True, False
0021500160, 0.321538461538, False, True, False
0021500521, 0.393023255814, False, True, False
0021500235, 0.45, False, True, False
0021500362, 0.311764705882, False, False, True
0021500831, 0.416091954023, False, False, True
0021501183, 0.340298507463, False, True, False
0021500216, 0.402469135802, False, True, False
0021500948, 0.483783783784, False, False, True
0021500583, 0.472435897436, False, False, True
0021500071, 0.415979381443, False, False, True
0021500682, 0.471764705882, False, False, True
0021500610, 0.203797468354, False, False, True
0021501094, 0.406944444444, False, False, True
0021500435, 0.374137931034, False, True, False
0021500291, 0.379710144928, False, True, False
0021501016, 0.440972222222, False, True, False
0021500072, 0.450704225352, False, False, True
0021500727, 0.430263157895, False, False, True
0021500528, 0.413043478261, False, True, False
0021500433, 0.401298701299, False, False, True
0021500102, 0.402898550725, False, False, True
0021500808, 0.466666666667, False, True, False
0021501097, 0.511111111111, False, True, False
0021500360, 0.510625, False, True, False
0021500357, 0.363815789474, False, False, True
0021500536, 0.409523809524, False, False, True
0021500153, 0.344936708861, False, False, True
0021500965, 0.531818181818, False, True, False
0021500870, 0.321710526316, False, False, True
0021500014, 0.319480519481, False, False, True
0021500896, 0.380821917808, False, True, False
0021500776, 0.478409090909, False, False, True
0021500380, 0.37803030303, False, False, True
0021500633, 0.402898550725, False, True, False
0021500617, 0.516346153846, False, False, True
0021500612, 0.406329113924, False, True, False
0021501164, 0.443103448276, False, False, True
0021500532, 0.336507936508, False, False, True
0021500799, 0.34296875, False, False, True
0021500872, 0.38950617284, False, True, False
0021501144, 0.465714285714, False, True, False
0021500281, 0.349382716049, False, True, False
0021500259, 0.387142857143, False, False, True
0021500710, 0.421212121212, False, True, False
0021500779, 0.463235294118, False, True, False
0021500091, 0.33, False, True, False
0021500471, 0.413333333333, False, False, True
0021500915, 0.413194444444, False, False, True
0021500660, 0.396575342466, False, True, False
0021500369, 0.399358974359, False, True, False
0021501083, 0.36038961039, False, True, False
0021500871, 0.34746835443, False, True, False
0021501095, 0.357058823529, False, True, False
0021500225, 0.345774647887, False, False, True
0021500383, 0.379452054795, False, False, True
0021500033, 0.351898734177, False, True, False
0021500965, 0.531818181818, False, True, False
0021500792, 0.522413793103, False, False, True
0021500973, 0.344520547945, False, True, False
0021500616, 0.395238095238, False, False, True
0021500884, 0.318918918919, False, False, True
0021500634, 0.425641025641, False, True, False
0021500719, 0.275308641975, False, True, False
0021500147, 0.411805555556, False, False, True
0021500726, 0.44375, False, True, False
0021500903, 0.425641025641, False, False, True
0021500630, 0.396875, False, True, False
0021500611, 0.429861111111, False, True, False
0021500932, 0.322222222222, False, True, False
0021500414, 0.417142857143, False, False, True
0021501016, 0.440972222222, False, True, False
0021500387, 0.411940298507, False, False, True
0021500242, 0.470779220779, False, True, False
0021501082, 0.481343283582, False, False, True
0021501200, 0.341911764706, False, False, True
0021500622, 0.39375, False, True, False
0021500079, 0.351204819277, False, False, True
0021500231, 0.362658227848, False, True, False
0021500726, 0.44375, False, True, False
0021501159, 0.361267605634, False, False, True
0021500954, 0.262878787879, False, True, False
0021500810, 0.453797468354, False, False, True
0021501042, 0.413372093023, False, True, False
0021500165, 0.38828125, False, True, False
0021500596, 0.388461538462, False, True, False
0021500097, 0.375316455696, False, False, True
0021501074, 0.368571428571, False, True, False
0021500083, 0.44, False, True, False
0021500394, 0.374657534247, False, False, True
0021500203, 0.341216216216, False, False, True
0021500348, 0.386144578313, False, False, True
0021500622, 0.39375, False, True, False
0021500318, 0.341095890411, False, False, True
0021500350, 0.371698113208, False, True, False
0021500561, 0.319852941176, False, False, True
0021501103, 0.268181818182, False, False, True
0021500701, 0.409210526316, False, True, False
0021500235, 0.45, False, True, False
0021500193, 0.375, False, False, True
0021500602, 0.418965517241, False, False, True
0021500476, 0.456896551724, False, True, False
0021501006, 0.474375, False, True, False
0021500021, 0.424050632911, False, False, True
0021500295, 0.327160493827, False, False, True
0021500260, 0.374705882353, False, True, False
0021500752, 0.432467532468, False, False, True
0021500635, 0.555479452055, False, False, True
0021500715, 0.511643835616, False, True, False
0021501200, 0.341911764706, False, False, True
0021500260, 0.374705882353, False, True, False
0021500620, 0.388356164384, False, False, True
0021500011, 0.426865671642, False, False, True
0021501098, 0.390909090909, False, False, True
0021500729, 0.394230769231, False, True, False
0021500257, 0.427528089888, False, False, True
0021500359, 0.598076923077, False, True, False
0021500741, 0.479761904762, False, True, False
0021500316, 0.377272727273, False, True, False
0021500583, 0.472435897436, False, False, True
0021501173, 0.43768115942, False, False, True
0021500564, 0.363924050633, False, True, False
0021500356, 0.385616438356, False, False, True
0021500418, 0.400588235294, False, True, False
0021500313, 0.347101449275, False, False, True
0021500717, 0.344029850746, False, False, True
0021500195, 0.358695652174, False, True, False
0021500754, 0.435256410256, False, False, True
0021500703, 0.395138888889, False, False, True
0021500815, 0.377272727273, False, True, False
0021501228, 0.294594594595, False, False, True
0021501095, 0.357058823529, False, True, False
0021500928, 0.376282051282, False, True, False
0021500702, 0.466666666667, False, True, False
0021501137, 0.460869565217, False, True, False
0021500828, 0.382638888889, False, False, True
0021500438, 0.396212121212, False, True, False
0021501097, 0.511111111111, False, True, False
0021500171, 0.411111111111, False, True, False
0021501131, 0.486111111111, False, True, False
0021500969, 0.429605263158, False, False, True
0021500786, 0.515384615385, False, True, False
0021500650, 0.367948717949, False, False, True
0021500976, 0.480769230769, False, False, True
0021500727, 0.430263157895, False, False, True
0021501091, 0.416666666667, False, True, False
0021500341, 0.385616438356, False, False, True
0021500411, 0.523717948718, False, False, True
0021501167, 0.526041666667, False, True, False
0021500216, 0.402469135802, False, True, False
0021501208, 0.325294117647, False, False, True
0021500840, 0.385882352941, False, False, True
0021500519, 0.299166666667, False, False, True
0021500368, 0.551898734177, False, False, True
0021500910, 0.364117647059, False, True, False
0021500464, 0.421153846154, False, False, True
0021500581, 0.400632911392, False, False, True
0021500518, 0.334920634921, False, False, True
0021500686, 0.425301204819, False, False, True
0021501218, 0.460714285714, False, True, False
0021500837, 0.475287356322, False, True, False
0021501037, 0.320886075949, False, False, True
0021500669, 0.456164383562, False, True, False
0021501198, 0.409090909091, False, True, False
0021500498, 0.519620253165, False, True, False
0021501105, 0.441666666667, False, False, True
0021500841, 0.461111111111, False, True, False
0021500476, 0.456896551724, False, True, False
0021500169, 0.450588235294, False, False, True
0021500930, 0.378235294118, False, True, False
0021500401, 0.463461538462, False, False, True
0021501141, 0.48961038961, False, True, False
0021500820, 0.401724137931, False, False, True
0021501189, 0.444444444444, False, True, False
0021500569, 0.353703703704, False, False, True
0021500010, 0.508955223881, False, False, True
0021500671, 0.327108433735, False, False, True
0021500290, 0.336428571429, False, False, True
0021500029, 0.556024096386, False, True, False
0021500118, 0.412820512821, False, False, True
